	sex	Age	major group3	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	TYPE
370	2	3	1	4	1	0	3	1	0	0	0	0	0	6
371	1	3	6	3	1	3	1	0	0	1	1	0	2	5
372	0	3	1	2	4	2	1	1	0	2	2	2	2	6
373	2	3	6	1	2	3	2	1	0	0	0	0	2	6
374	1	0	6	1	4	3	1	0	2	0	2	0	2	14
375	1	0	1	2	1	0	3	1	0	0	2	0	2	6
376	1	0	1	3	1	0	5	1	0	2	0	0	2	6
377	1	3	2	4	1	3	1	0	2	2	0	0	1	4
378	2	0	1	2	2	0	0	1	0	0	0	0	0	6
379	0	3	2	1	1	1	2	0	1	0	2	1	2	0
380	2	0	1	2	1	2	3	1	2	0	0	0	0	6
381	2	3	2	3	2	2	2	1	0	2	0	0	0	6
382	1	3	1	2	1	2	1	1	2	0	2	1	0	3
383	1	3	0	1	1	4	1	0	0	1	0	0	1	9
384	1	3	1	1	4	2	5	1	0	0	0	0	0	6
385	1	3	1	2	1	2	1	1	2	0	0	2	2	4
386	1	3	1	1	2	2	1	1	0	2	0	0	0	6
387	1	3	1	2	1	2	1	0	2	2	2	2	2	3
388	1	3	0	1	1	4	1	0	0	2	0	0	2	2
389	0	3	1	4	1	2	5	1	0	2	0	0	0	6
390	1	0	4	4	2	0	2	1	0	2	0	0	0	6
391	1	3	1	2	4	2	1	1	2	2	0	1	2	2
392	1	3	7	3	1	4	1	0	2	0	2	2	2	8
393	2	0	1	2	2	2	3	1	0	0	0	0	0	6
394	0	3	6	4	1	4	1	0	1	1	0	2	1	3
395	1	0	2	0	2	2	2	1	0	2	0	0	0	4
396	1	3	1	4	2	2	3	1	0	0	0	0	0	6
397	1	3	6	1	1	4	1	0	2	0	2	1	1	3
398	2	0	7	4	1	2	5	1	0	2	0	0	2	6
399	0	3	1	4	1	2	5	1	0	0	0	0	0	6
400	2	3	2	1	1	5	2	0	2	2	2	0	2	7
401	2	3	1	4	1	2	3	1	0	0	0	0	0	6
402	1	0	7	0	2	1	5	1	0	0	2	0	2	6
403	1	3	2	3	1	0	2	0	2	0	0	0	2	5
404	2	0	1	4	2	5	3	1	0	0	0	0	0	6
405	1	3	1	1	2	2	5	1	0	2	0	0	0	6
406	1	3	0	1	1	5	1	0	2	0	0	0	1	15
407	0	3	1	4	4	2	5	1	2	1	2	2	2	14
408	2	3	6	3	1	2	3	1	0	0	0	0	0	6
409	1	3	0	1	1	0	1	0	2	0	2	1	1	11
410	1	3	1	4	1	2	5	1	1	2	2	0	2	12
411	1	3	1	1	2	0	3	1	0	2	0	0	0	6
412	2	3	1	4	4	2	5	1	1	1	0	2	0	7
413	1	0	6	2	2	2	3	1	0	0	0	0	0	7
414	0	3	1	4	1	2	1	1	0	0	0	1	2	3
415	1	3	2	1	1	0	2	0	2	0	0	0	2	6
416	0	3	0	3	2	0	1	1	0	0	0	0	0	6
417	2	3	6	2	1	2	3	1	0	0	0	2	2	5
418	1	3	0	1	1	0	2	0	2	2	0	0	2	13
419	0	0	6	4	1	2	5	1	0	0	0	0	0	6
420	1	3	1	4	1	2	1	1	0	2	0	2	2	2
421	2	3	6	4	1	2	5	1	0	0	0	0	0	6
422	1	3	1	4	4	2	1	0	1	2	0	0	1	7
423	1	3	6	3	1	2	3	1	0	0	0	0	2	6
424	2	0	3	3	1	2	3	1	2	0	0	0	0	6
425	2	3	1	4	2	2	1	0	2	2	2	2	2	4
426	2	0	6	4	1	2	3	1	0	0	0	0	0	6
427	2	3	1	4	1	2	1	1	0	1	2	2	0	8
428	0	3	1	4	1	2	1	1	2	2	2	2	2	2
429	1	3	6	4	1	2	3	1	0	0	0	1	2	7
430	1	3	1	4	1	2	1	1	2	0	2	0	2	14
431	2	0	6	4	1	2	3	1	0	0	2	0	0	7
432	1	3	6	3	1	2	3	1	1	0	0	0	0	5
433	0	3	6	4	1	2	3	1	0	0	0	0	1	6
434	1	3	6	4	1	2	3	1	2	0	0	0	0	6
435	0	0	6	2	1	2	3	1	2	2	2	0	0	12
436	1	3	6	1	1	2	5	1	0	2	1	0	1	6
437	2	0	6	4	1	2	5	1	0	0	0	0	0	6
438	2	0	6	4	1	2	5	1	0	2	0	2	2	5
439	1	0	6	2	1	2	3	1	0	0	2	1	2	6
440	1	3	6	3	1	2	5	1	0	1	2	0	0	6
441	2	3	6	3	4	2	5	1	2	2	2	0	0	6
442	1	3	6	3	4	2	5	1	0	1	2	0	0	6
443	1	3	6	4	1	2	5	1	0	2	0	0	0	6
444	2	3	6	4	4	2	3	1	0	2	2	0	0	0
445	1	3	6	4	4	2	5	1	0	2	1	0	0	3
446	0	3	6	3	1	2	3	1	0	0	0	1	2	5
447	0	3	0	3	1	0	3	1	0	2	2	2	2	9
448	1	3	0	3	1	0	3	1	0	0	0	0	2	1
449	0	0	0	2	1	0	5	1	0	0	0	2	2	6
450	1	0	0	3	1	0	3	1	2	0	0	0	0	14
451	1	0	0	4	1	0	5	1	2	2	0	0	2	13
452	1	3	6	3	1	2	1	1	0	2	2	2	2	10
453	1	3	6	3	1	2	1	1	1	2	1	2	2	4
454	1	3	6	3	4	2	1	1	0	2	2	2	2	10
455	2	3	6	3	2	2	1	1	0	1	2	2	2	6
456	1	3	6	3	1	2	1	1	1	2	2	1	0	6
457	1	3	6	3	1	2	1	1	2	2	2	0	0	0
458	1	3	6	3	4	2	1	1	2	2	1	0	0	15
459	1	3	6	3	1	2	1	1	1	2	2	1	2	12
460	1	3	6	3	1	5	1	1	2	2	1	2	1	1
461	1	3	6	3	1	5	1	1	2	1	2	1	1	3
462	1	3	0	4	1	2	1	1	2	2	1	1	0	0
463	2	3	0	4	4	2	1	1	1	2	2	2	2	14
464	1	3	0	4	1	2	1	1	2	2	1	2	0	14
465	2	3	0	4	1	2	1	1	2	1	1	2	2	6
466	2	3	0	4	4	2	1	1	2	2	2	1	0	2
467	1	3	0	4	1	2	1	1	1	1	2	2	2	13
468	1	3	0	4	1	2	1	1	1	1	2	2	2	6
469	1	3	0	4	4	2	1	1	2	2	1	2	2	15
470	1	3	0	4	1	2	1	1	2	2	2	2	0	9
471	1	3	0	4	1	2	1	1	2	1	2	2	2	7
472	2	3	1	2	1	0	2	1	1	0	0	2	0	3
473	0	3	1	2	4	0	2	1	1	2	2	2	2	0
474	1	3	1	2	4	0	2	0	2	0	2	0	1	12
475	0	3	1	2	1	0	2	0	2	2	0	1	0	6
476	0	3	1	2	1	0	2	1	2	2	1	0	0	4
477	1	3	1	2	4	0	2	1	2	0	1	0	2	2
478	1	3	1	2	1	0	2	1	2	0	2	0	1	2
479	1	3	1	2	1	0	2	0	2	2	2	2	2	14
480	1	3	1	2	4	0	2	0	2	2	2	2	2	4
481	0	3	1	2	1	0	2	1	0	2	2	1	1	2
482	1	3	0	4	1	3	1	1	2	0	2	2	2	5
483	1	3	0	4	1	3	1	1	0	0	2	2	1	7
484	1	3	0	4	1	3	1	0	1	2	2	2	0	7
485	1	3	0	4	1	3	1	1	2	1	1	1	2	1
486	1	3	0	4	2	3	1	1	1	1	2	2	2	2
487	1	3	0	4	1	3	1	1	2	2	2	0	2	13
488	1	3	0	4	1	3	1	1	2	0	2	0	2	6
489	0	3	0	4	1	3	1	1	2	2	2	1	1	2
490	0	3	0	4	4	3	1	1	1	2	1	0	2	2
491	0	3	0	4	1	3	1	0	1	1	1	0	2	4
492	2	3	3	4	1	3	2	1	2	2	2	1	0	4
493	2	0	7	2	2	1	5	1	0	2	0	2	0	6
494	2	3	3	4	1	3	2	1	2	2	1	0	0	4
495	2	0	3	2	1	2	5	1	0	2	0	0	0	6
496	2	3	3	4	4	3	2	1	2	1	2	1	0	7
497	2	3	3	3	1	2	5	1	0	0	0	0	0	6
498	2	3	0	1	2	0	5	1	0	2	0	2	2	2
499	2	3	3	4	1	3	2	1	2	2	2	2	0	6
500	0	3	1	1	2	0	5	1	0	0	0	0	0	6
501	1	3	3	4	1	3	2	0	2	2	0	0	0	12
502	2	3	3	4	1	3	2	0	1	1	2	2	0	3
503	2	0	1	0	2	2	3	1	0	2	0	0	0	6
504	2	3	3	4	4	3	2	0	1	2	2	2	2	6
505	2	3	3	4	4	3	2	0	1	2	1	2	2	6
506	2	3	3	4	4	3	2	0	2	2	1	2	0	6
507	0	3	3	4	4	3	2	1	2	0	2	2	0	2
508	2	3	3	4	4	3	2	1	1	2	2	0	0	7
509	2	3	3	4	1	3	2	1	2	1	2	0	0	6
510	2	1	4	0	2	3	2	1	0	2	2	2	2	6
511	1	1	4	0	1	3	2	1	0	0	2	0	0	7
512	1	1	4	4	2	2	0	1	2	2	0	0	0	9
513	1	0	4	3	0	2	0	0	2	0	2	0	0	3
514	2	1	4	0	4	2	2	1	2	0	2	0	0	2
515	1	2	4	0	1	0	4	0	2	0	2	2	0	0
516	1	0	7	0	0	0	1	0	2	0	2	2	0	9
517	1	0	0	0	4	0	2	1	2	2	2	0	2	1
518	2	0	3	0	3	4	2	1	0	1	0	0	0	1
519	2	3	5	3	3	0	1	0	2	1	2	2	0	12
520	1	1	1	0	1	0	2	0	0	2	0	2	2	6
521	2	1	3	0	4	0	2	0	0	0	0	0	0	3
522	1	0	1	0	4	1	2	1	2	0	0	0	0	9
523	1	1	0	0	4	0	1	0	0	0	0	0	0	15
524	1	0	4	0	4	2	2	1	2	0	0	0	0	15
525	1	0	4	0	2	2	2	1	0	0	2	0	0	4
526	2	3	3	3	1	0	2	1	0	2	0	0	0	4
527	2	0	4	4	0	4	2	0	0	0	2	2	2	9
528	1	3	4	4	1	1	2	0	0	0	2	1	0	10
529	1	1	4	0	4	3	2	0	2	0	1	2	0	8
530	1	1	4	0	4	3	2	1	2	0	2	2	0	4
531	1	3	4	4	1	4	2	1	2	1	0	2	0	3
532	1	0	2	0	4	3	1	1	2	0	1	2	2	2
533	1	0	2	0	1	3	2	1	2	0	0	0	2	4
534	1	3	4	4	2	0	2	1	0	0	2	2	0	5
535	1	0	2	0	1	3	2	1	0	2	2	2	2	2
536	2	0	2	0	4	3	1	0	0	1	0	0	2	0
537	1	0	2	0	1	3	2	1	2	2	0	2	2	0
538	1	3	1	4	1	0	1	1	0	2	0	0	0	0
539	1	3	4	4	1	0	2	0	2	1	2	2	2	5
540	1	2	1	0	1	0	1	1	0	1	0	0	0	1
541	1	0	0	2	4	0	1	1	2	2	0	2	0	7
542	2	3	3	4	3	4	2	1	2	2	2	2	2	11
543	2	3	3	4	4	0	2	1	2	2	2	2	0	11
544	2	3	4	0	1	0	2	0	2	2	2	0	2	9
545	2	0	1	0	1	0	5	1	0	1	2	2	0	8
546	1	3	4	0	1	0	2	1	0	0	2	0	0	12
547	2	0	4	0	2	0	2	1	1	2	2	2	1	13
548	1	3	4	2	4	3	2	0	2	1	0	2	0	2
549	0	0	2	0	1	3	1	1	0	0	0	2	1	1
550	1	3	4	0	1	0	2	0	0	2	2	2	0	13
551	1	3	4	0	1	0	2	1	0	1	2	2	0	13
552	1	0	4	2	4	4	2	0	0	1	0	0	0	5
553	2	3	4	2	4	3	2	0	2	0	0	0	0	5
554	1	3	4	0	1	0	2	1	0	2	2	0	0	13
555	1	0	4	0	1	0	2	0	0	2	0	2	0	12
556	1	1	7	0	4	0	2	1	2	2	2	2	1	13
557	1	0	5	0	4	0	5	0	2	1	1	1	0	3
558	1	3	4	4	1	0	2	1	2	0	0	2	2	9
559	1	3	0	3	3	4	1	1	1	0	0	0	0	1
560	1	3	4	0	1	0	2	1	1	0	2	2	2	9
561	1	3	4	4	1	1	2	0	2	2	2	0	0	5
562	1	3	4	0	1	3	2	0	0	1	1	2	0	8
563	0	3	4	0	4	0	2	1	2	2	2	0	2	9
564	0	3	4	4	4	1	2	1	0	2	2	2	2	13
565	1	3	3	2	4	2	2	1	2	2	2	1	0	14
566	2	0	2	0	1	3	2	0	0	2	2	2	1	9
567	1	0	1	0	1	0	1	1	2	1	2	0	0	8
568	1	0	2	0	4	3	1	1	0	0	0	0	0	0
569	1	3	4	3	1	3	2	1	0	2	2	2	2	5
570	1	0	2	0	4	3	2	1	2	0	0	0	2	9
571	1	3	4	0	2	0	2	0	2	2	0	0	0	9
572	0	0	7	0	1	0	5	0	0	1	1	0	2	10
573	1	3	4	0	1	0	2	0	2	0	2	0	2	7
574	1	1	3	0	4	0	2	0	0	2	2	0	0	2
575	1	1	7	0	1	5	2	1	2	1	2	2	2	12
576	1	2	7	0	1	0	1	0	2	1	1	1	2	1
577	1	1	4	0	4	0	2	1	1	1	2	2	2	0
578	2	1	3	0	4	3	2	1	0	1	1	2	0	10
579	2	0	3	0	1	0	2	0	0	2	0	2	0	8
580	2	1	3	0	3	0	3	1	0	0	0	0	0	2
581	1	1	3	0	4	0	2	0	0	1	2	2	2	7
582	1	3	4	2	2	0	2	1	0	2	2	0	2	0
583	2	2	3	0	1	1	2	0	0	2	0	2	2	7
584	1	0	2	0	2	3	2	1	0	0	2	0	2	8
585	1	3	1	4	2	3	2	0	0	1	0	1	0	3
586	2	0	4	0	4	0	2	1	0	2	1	2	2	5
587	2	1	3	0	4	0	2	0	0	2	0	0	0	5
588	1	0	0	0	1	3	2	1	0	1	0	0	0	1
589	2	0	3	0	1	0	2	0	0	1	2	2	0	7
590	1	1	0	0	4	0	2	1	0	1	0	0	0	9
591	1	1	6	0	3	0	2	0	0	1	2	2	0	13
592	1	0	6	0	1	5	2	1	2	0	2	2	2	8
593	2	1	5	0	4	3	1	1	2	1	2	2	2	15
594	1	1	1	0	1	4	2	0	2	0	2	0	1	9
595	1	1	0	0	3	1	1	0	0	1	0	0	0	13
596	2	1	4	0	1	0	2	0	2	0	0	0	0	6
597	1	1	7	0	3	1	3	0	0	2	2	0	2	8
598	1	3	0	1	4	4	5	1	0	2	0	0	2	13
599	1	0	1	0	4	5	2	0	0	0	0	0	0	13
600	1	0	3	2	3	3	2	0	0	2	0	0	2	12
601	2	2	5	0	1	0	2	1	0	1	2	0	0	8
602	1	1	0	0	2	0	2	0	2	0	2	2	2	14
603	1	3	3	1	2	2	2	0	0	1	0	0	0	1
604	1	3	3	3	4	2	2	1	2	0	0	0	0	14
605	1	3	3	1	1	0	2	0	2	2	2	2	0	11
606	1	3	3	1	4	4	2	0	0	1	0	2	0	13
607	2	3	3	3	2	1	2	0	2	1	2	2	2	0
608	2	3	3	3	3	5	2	1	0	2	2	0	0	3
609	1	3	3	1	4	0	2	1	1	1	0	2	0	5
610	2	3	3	3	4	0	2	0	2	0	2	2	0	9
611	1	3	3	3	4	0	2	1	2	0	2	2	0	5
612	1	3	3	1	4	4	2	0	2	2	2	2	0	5
613	2	3	3	3	2	0	2	1	0	2	0	2	0	1
614	0	3	3	3	4	5	2	1	2	2	2	2	2	5
615	1	3	3	1	3	0	2	1	2	2	0	2	2	6
616	1	3	3	1	1	1	2	1	0	0	0	0	0	4
617	2	3	3	1	4	4	2	1	0	0	0	0	2	8
618	1	3	3	1	1	3	2	1	2	2	2	0	2	9
619	1	3	3	1	3	5	2	0	2	1	0	2	2	13
620	2	3	3	1	1	0	2	1	0	1	0	2	2	11
621	1	3	3	3	4	0	2	0	0	0	0	2	0	4
622	1	3	3	3	1	4	2	0	0	2	0	0	0	5
623	1	3	3	1	4	4	2	1	2	2	0	0	0	7
624	2	3	3	1	4	0	2	0	2	2	2	2	2	14
625	2	3	3	3	4	4	2	1	0	1	2	2	2	13
626	1	3	3	3	3	2	2	1	2	2	2	2	2	1
627	2	3	3	1	2	1	2	1	0	1	2	2	0	10
628	1	3	3	3	4	1	2	1	0	1	2	2	0	7
629	2	3	3	3	1	0	2	1	0	0	0	0	0	1
630	1	1	0	0	3	4	1	1	0	0	0	0	0	5
631	1	3	3	3	4	3	2	1	0	2	2	0	0	0
632	2	3	3	3	3	0	2	1	0	1	0	0	0	1
633	1	3	3	3	4	0	2	1	2	2	0	2	0	3
634	2	3	3	4	3	3	2	1	1	2	0	2	0	15
635	1	3	3	4	4	0	2	0	1	0	2	2	2	11
636	1	3	3	1	1	0	2	1	0	2	2	2	0	1
637	2	3	3	1	2	0	2	0	0	1	1	2	2	9
638	1	3	3	1	1	3	2	1	0	1	2	2	2	1
639	1	3	3	1	1	0	2	1	2	2	2	2	0	0
640	1	3	3	3	4	4	2	0	0	1	0	2	0	15
641	2	3	3	3	3	1	2	1	0	2	2	0	0	6
642	1	3	3	3	3	5	2	0	2	2	2	2	0	1
643	1	3	3	1	1	4	2	0	2	1	0	2	2	14
644	0	3	3	3	4	1	2	1	0	2	2	1	0	11
645	1	3	3	3	1	0	2	1	2	0	0	2	2	4
646	1	3	3	1	3	0	2	0	2	1	0	2	2	10
647	2	3	3	1	4	0	2	1	2	2	0	2	2	13
648	2	3	3	1	1	5	2	0	0	0	0	0	0	13
649	2	3	3	4	4	0	2	1	2	1	0	0	0	10
650	2	3	3	3	1	3	2	0	0	2	0	2	2	9
651	2	3	3	3	2	0	2	0	0	2	0	2	0	13
652	2	3	3	1	1	1	2	1	0	2	0	0	0	4
653	2	3	3	1	4	4	2	0	0	2	2	2	0	11
654	2	3	3	1	2	0	2	0	2	0	2	2	2	13
655	1	3	3	1	1	0	2	1	0	2	2	2	2	0
656	1	3	3	1	3	1	2	1	0	2	0	2	0	7
657	2	3	3	4	4	3	2	0	2	0	0	2	0	9
658	1	3	3	1	1	0	2	1	2	1	2	2	2	3
659	1	3	3	3	1	3	2	1	0	1	0	2	2	6
660	2	3	3	4	4	1	2	1	2	1	2	2	0	2
661	2	3	3	1	4	0	2	1	0	2	2	0	0	8
662	2	3	3	3	1	5	2	1	0	2	0	2	2	8
663	2	2	6	0	3	3	2	1	0	2	0	0	0	6
664	1	3	3	3	3	0	2	0	2	1	2	0	0	13
665	2	3	3	1	4	3	2	1	0	1	2	0	0	1
666	1	1	4	0	1	0	2	0	0	1	0	2	2	2
667	1	3	0	1	3	4	2	1	0	2	0	0	0	11
668	1	3	3	3	4	0	2	0	0	0	2	2	0	9
669	1	3	3	3	0	0	2	0	2	0	2	0	0	8
670	2	3	3	1	2	0	2	1	1	2	0	2	2	10
671	1	3	3	3	4	3	2	0	0	1	0	2	0	2
672	2	3	3	1	2	2	2	0	0	1	2	0	2	1
673	1	3	3	1	3	0	2	1	0	2	2	2	2	1
674	1	3	3	1	4	0	2	1	2	2	2	2	2	10
675	2	2	3	0	4	4	0	0	0	1	0	0	0	14
676	2	3	3	1	4	1	2	1	0	2	2	2	0	7
677	0	3	3	1	4	1	2	1	0	0	0	2	0	3
678	2	3	3	3	1	0	2	1	2	0	0	0	0	6
679	1	3	3	1	1	4	2	1	2	2	2	2	0	9
680	1	0	1	0	2	0	5	1	0	2	0	0	0	2
681	1	0	3	3	4	3	4	0	2	0	2	0	0	15
682	2	3	3	1	4	3	2	0	2	0	0	2	0	4
683	1	0	7	0	1	4	5	1	0	2	2	2	0	1
684	2	2	7	2	3	0	0	0	1	1	0	0	0	13
685	1	0	2	1	3	0	2	0	2	0	2	2	2	9
686	2	0	4	0	1	3	2	0	1	0	2	2	0	1
687	2	0	7	0	1	0	1	1	2	0	2	2	1	0
688	2	2	7	0	3	3	2	0	0	1	0	2	2	5
689	1	3	7	0	1	0	5	1	0	2	2	2	0	3
690	1	3	6	2	1	3	2	1	2	0	2	0	2	5
691	2	0	7	0	1	0	3	1	2	1	2	2	0	3
692	1	3	7	0	2	0	1	0	2	1	2	2	2	9
693	2	3	7	2	1	0	1	1	2	1	2	2	2	9
694	1	0	7	0	2	0	2	1	0	1	1	0	0	2
695	2	0	1	0	1	2	1	0	0	0	2	2	0	5
696	2	0	1	0	1	4	1	1	0	2	2	0	0	1
697	1	0	1	0	2	0	2	0	0	0	0	2	2	6
698	2	0	1	0	2	1	5	1	0	1	1	1	1	9
699	1	3	1	0	2	0	1	0	2	2	2	2	2	5
700	2	0	1	0	1	0	1	1	0	0	2	0	2	4
701	1	0	1	0	1	0	3	1	2	1	2	2	2	1
702	1	3	1	0	1	0	1	1	2	1	2	0	2	5
703	1	0	1	0	4	0	2	1	2	2	0	0	2	0
704	2	0	1	0	2	0	5	1	2	2	2	2	2	1
705	2	0	1	0	2	0	1	0	0	2	0	0	2	2
706	1	3	1	2	1	3	2	1	2	0	0	0	2	2
707	1	0	1	0	4	4	1	1	0	2	0	0	0	1
708	2	1	7	0	2	4	2	0	0	1	0	2	1	2
709	1	0	7	0	1	3	2	1	0	1	2	2	2	5
710	2	0	7	2	3	4	1	1	0	0	0	0	0	1
711	2	3	7	4	1	0	1	1	2	2	2	0	0	1
712	2	3	7	2	1	0	1	1	2	1	0	0	0	1
713	1	1	1	0	1	0	2	1	0	0	0	0	0	9
714	2	3	7	0	1	0	5	0	2	0	2	2	2	2
715	2	0	7	0	2	3	2	1	2	1	1	2	2	1
716	1	3	7	2	1	3	1	1	2	0	2	2	2	9
717	1	0	7	0	3	1	5	0	2	1	2	2	1	9
718	2	2	6	0	1	0	2	1	0	1	0	0	1	10
719	1	3	1	3	1	0	1	0	2	0	2	2	0	8
720	0	2	1	0	1	0	2	0	0	1	1	1	0	10
721	1	2	2	0	4	2	2	1	2	0	2	2	2	3
722	1	2	7	0	4	2	3	0	0	2	2	0	2	5
723	1	3	2	2	4	3	2	1	2	2	0	2	1	1
724	0	1	0	0	4	0	5	1	0	2	2	2	2	13
725	1	0	0	0	2	0	5	0	2	0	2	0	0	10
726	1	1	4	0	1	2	2	0	0	0	0	0	0	11
727	1	2	1	0	3	2	3	0	1	1	2	2	2	9
728	2	1	1	2	4	4	2	1	2	1	0	0	0	7
729	1	0	6	0	1	0	2	0	0	2	2	2	1	8
730	1	2	5	0	4	4	3	1	2	0	0	2	0	1
731	1	0	7	0	1	0	1	1	0	2	0	0	1	10
732	1	3	2	4	4	3	2	1	2	2	2	2	0	3
733	2	1	1	0	3	0	2	0	1	0	1	1	1	6
734	1	3	0	2	1	0	2	0	2	0	0	0	2	5
735	1	2	5	0	3	4	3	1	0	1	0	0	0	2
736	2	0	6	0	4	0	2	1	2	1	2	2	1	9
737	1	0	5	0	3	0	2	1	2	2	0	0	0	3
738	1	1	0	0	1	0	1	0	2	0	2	2	1	8
739	0	0	1	0	2	5	2	1	0	1	0	0	2	10
740	1	2	6	0	3	3	2	1	2	0	2	2	0	2
741	1	0	5	0	1	0	2	1	1	1	0	0	0	2
