	sex	Age	major group3	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	TYPE
1470	1	3	4	0	3	0	2	1	2	0	0	0	1	6
1471	2	2	4	0	1	1	2	0	0	0	0	0	0	6
1472	1	3	4	3	1	2	5	0	2	2	2	2	2	1
1473	1	3	4	3	1	2	5	0	2	2	2	2	2	1
1474	1	0	4	2	2	2	2	1	0	1	0	0	0	8
1475	0	3	4	4	2	2	2	1	0	0	2	2	0	2
1476	1	3	4	4	1	2	1	1	2	0	2	0	1	3
1477	2	3	4	3	1	3	2	1	0	0	0	0	0	5
1478	0	3	4	3	1	3	1	1	0	0	2	0	2	12
1479	1	3	4	3	1	3	1	1	0	2	0	2	2	7
1480	1	3	4	4	1	2	1	1	0	0	0	2	2	6
1481	1	3	4	3	4	2	1	1	2	0	0	2	2	12
1482	1	3	4	3	4	2	2	1	2	0	2	2	0	2
1483	1	3	4	1	1	0	2	1	0	0	0	0	0	4
1484	2	3	4	2	1	0	2	1	0	0	0	0	0	2
1485	2	0	4	0	1	2	2	1	0	0	2	0	0	0
1486	1	3	4	3	4	2	2	1	0	0	0	2	0	2
1487	1	3	4	4	4	0	2	1	0	0	2	2	0	4
1488	1	3	4	4	1	2	2	1	2	0	0	0	0	6
1489	1	3	4	3	1	0	2	1	0	2	0	0	0	6
1490	1	3	4	2	4	0	2	1	0	2	2	2	2	15
1491	1	3	4	3	1	2	2	1	0	0	0	0	0	15
1492	1	3	4	2	1	1	2	1	2	2	0	0	0	2
1493	2	3	4	3	1	5	2	1	0	0	2	2	0	6
1494	1	3	4	3	1	0	2	1	2	0	0	2	2	2
1495	1	3	4	4	1	0	2	1	1	2	0	2	2	10
1496	1	0	4	3	1	2	2	1	1	1	0	0	2	2
1497	0	3	4	1	1	3	2	0	2	2	2	2	0	6
1498	0	0	4	3	2	2	2	0	2	0	0	0	0	9
1499	1	3	4	3	1	2	2	1	0	0	0	0	0	6
1500	1	3	4	1	2	0	2	0	0	1	0	2	0	3
1501	1	3	4	1	2	3	2	0	2	2	0	2	1	2
1502	2	3	4	1	2	2	2	1	0	2	0	0	0	12
1503	1	0	4	4	2	0	2	1	0	2	0	0	0	6
1504	2	1	4	0	2	3	2	1	0	2	2	2	2	6
1505	1	1	4	0	1	3	2	1	0	0	2	0	0	7
1506	1	1	4	4	2	2	0	1	2	2	0	0	0	9
1507	1	0	4	3	0	2	0	0	2	0	2	0	0	3
1508	2	1	4	0	4	2	2	1	2	0	2	0	0	2
1509	1	2	4	0	1	0	4	0	2	0	2	2	0	0
1510	1	0	4	0	4	2	2	1	2	0	0	0	0	15
1511	2	0	5	0	1	2	5	1	0	2	0	0	2	4
1512	2	1	5	0	4	3	2	1	0	2	0	2	2	15
1513	1	0	5	2	1	2	5	1	0	0	0	0	0	6
1514	2	0	5	0	1	2	2	1	2	2	2	0	2	0
1515	2	3	5	4	4	2	1	1	2	2	2	2	2	3
1516	2	3	5	4	1	2	5	1	0	2	0	2	2	6
1517	1	3	5	3	1	2	1	1	2	0	0	0	2	3
1518	0	3	5	4	4	5	1	1	2	0	2	0	2	3
1519	1	3	5	1	4	0	1	1	0	2	1	2	2	2
1520	0	0	5	1	4	2	1	1	1	0	2	0	2	4
1521	2	0	5	4	1	3	3	1	2	0	0	2	1	13
1522	0	3	5	3	4	2	1	1	2	0	0	0	2	6
1523	2	3	5	3	3	0	1	0	2	1	2	2	0	12
1524	1	0	5	0	4	0	5	0	2	1	1	1	0	3
1525	2	1	5	0	4	3	1	1	2	1	2	2	2	15
1526	2	2	5	0	1	0	2	1	0	1	2	0	0	8
1527	1	2	5	0	4	4	3	1	2	0	0	2	0	1
1528	1	2	5	0	3	4	3	1	0	1	0	0	0	2
1529	1	0	5	0	3	0	2	1	2	2	0	0	0	3
1530	1	0	5	0	1	0	2	1	1	1	0	0	0	2
1531	2	0	5	0	4	2	1	0	2	1	2	0	2	15
1532	1	1	5	0	2	0	5	0	2	0	2	0	0	1
1533	1	1	5	0	4	0	3	0	1	0	1	2	1	13
1534	1	2	5	0	2	0	3	1	0	0	0	0	0	2
1535	2	0	5	0	1	4	2	0	0	1	1	0	0	11
1536	1	2	5	0	3	4	3	0	0	1	0	0	0	11
1537	2	1	5	0	1	0	2	0	0	1	1	2	0	1
1538	2	1	5	0	1	0	2	0	0	0	0	0	0	3
1539	2	3	5	1	1	4	2	0	2	2	2	2	0	3
1540	1	3	5	3	2	1	2	1	2	0	2	2	0	11
1541	1	3	5	1	4	0	1	1	2	1	0	0	0	11
1542	2	3	5	1	3	0	1	1	2	2	0	0	0	0
1543	2	3	5	1	2	0	5	1	0	2	2	0	0	1
1544	2	3	5	3	3	5	1	0	2	2	2	2	2	9
1545	2	3	5	3	2	5	1	0	0	2	2	0	2	9
1546	2	3	5	3	4	5	2	1	1	2	0	0	0	3
1547	2	3	5	1	3	0	2	0	2	2	0	2	0	1
1548	1	3	5	1	3	0	1	1	2	0	0	2	0	2
1549	2	3	5	3	3	0	1	1	2	0	2	2	0	1
1550	2	3	5	1	4	0	1	1	2	2	2	2	2	3
1551	2	0	5	3	5	0	4	1	0	2	2	0	0	11
1552	2	0	5	0	1	2	5	1	0	2	0	0	2	4
1553	2	1	5	0	4	3	2	1	0	2	0	2	2	15
1554	1	0	5	2	1	2	5	1	0	0	0	0	0	6
1555	2	0	5	0	1	2	2	1	2	2	2	0	2	0
1556	2	3	5	4	4	2	1	1	2	2	2	2	2	3
1557	2	3	5	4	1	2	5	1	0	2	0	2	2	6
1558	1	3	5	3	1	2	1	1	2	0	0	0	2	3
1559	0	3	5	4	4	5	1	1	2	0	2	0	2	3
1560	1	3	5	1	4	0	1	1	0	2	1	2	2	2
1561	0	0	5	1	4	2	1	1	1	0	2	0	2	4
1562	2	0	5	4	1	3	3	1	2	0	0	2	1	13
1563	0	3	5	3	4	2	1	1	2	0	0	0	2	6
1564	2	3	5	3	3	0	1	0	2	1	2	2	0	12
1565	1	0	5	0	4	0	5	0	2	1	1	1	0	3
1566	2	1	5	0	4	3	1	1	2	1	2	2	2	15
1567	2	2	5	0	1	0	2	1	0	1	2	0	0	8
1568	1	2	5	0	4	4	3	1	2	0	0	2	0	1
1569	1	2	5	0	3	4	3	1	0	1	0	0	0	2
1570	1	0	5	0	3	0	2	1	2	2	0	0	0	3
1571	1	0	5	0	1	0	2	1	1	1	0	0	0	2
1572	2	0	5	0	4	2	1	0	2	1	2	0	2	15
1573	1	1	5	0	2	0	5	0	2	0	2	0	0	1
1574	1	1	5	0	4	0	3	0	1	0	1	2	1	13
1575	1	2	5	0	2	0	3	1	0	0	0	0	0	2
1576	2	0	5	0	1	4	2	0	0	1	1	0	0	11
1577	1	2	5	0	3	4	3	0	0	1	0	0	0	11
1578	2	1	5	0	1	0	2	0	0	1	1	2	0	1
1579	2	1	5	0	1	0	2	0	0	0	0	0	0	3
1580	2	3	5	1	1	4	2	0	2	2	2	2	0	3
1581	1	3	5	3	2	1	2	1	2	0	2	2	0	11
1582	1	3	5	1	4	0	1	1	2	1	0	0	0	11
1583	2	3	5	1	3	0	1	1	2	2	0	0	0	0
1584	2	3	5	1	2	0	5	1	0	2	2	0	0	1
1585	2	3	5	3	3	5	1	0	2	2	2	2	2	9
1586	2	3	5	3	2	5	1	0	0	2	2	0	2	9
1587	2	3	5	3	4	5	2	1	1	2	0	0	0	3
1588	2	3	5	1	3	0	2	0	2	2	0	2	0	1
1589	1	3	5	1	3	0	1	1	2	0	0	2	0	2
1590	2	3	5	3	3	0	1	1	2	0	2	2	0	1
1591	2	3	5	1	4	0	1	1	2	2	2	2	2	3
1592	2	0	5	3	5	0	4	1	0	2	2	0	0	11
1593	2	0	5	0	1	2	5	1	0	2	0	0	2	4
1594	2	1	5	0	4	3	2	1	0	2	0	2	2	15
1595	1	0	5	2	1	2	5	1	0	0	0	0	0	6
1596	2	0	5	0	1	2	2	1	2	2	2	0	2	0
1597	2	3	5	4	4	2	1	1	2	2	2	2	2	3
1598	2	3	5	4	1	2	5	1	0	2	0	2	2	6
1599	1	3	5	3	1	2	1	1	2	0	0	0	2	3
1600	0	3	5	4	4	5	1	1	2	0	2	0	2	3
1601	1	3	5	1	4	0	1	1	0	2	1	2	2	2
1602	0	0	5	1	4	2	1	1	1	0	2	0	2	4
1603	2	0	5	4	1	3	3	1	2	0	0	2	1	13
1604	0	3	5	3	4	2	1	1	2	0	0	0	2	6
1605	2	3	5	3	3	0	1	0	2	1	2	2	0	12
1606	1	0	5	0	4	0	5	0	2	1	1	1	0	3
1607	2	1	5	0	4	3	1	1	2	1	2	2	2	15
1608	2	2	5	0	1	0	2	1	0	1	2	0	0	8
1609	1	2	5	0	4	4	3	1	2	0	0	2	0	1
1610	1	2	5	0	3	4	3	1	0	1	0	0	0	2
1611	1	0	5	0	3	0	2	1	2	2	0	0	0	3
1612	1	0	5	0	1	0	2	1	1	1	0	0	0	2
1613	2	0	5	0	4	2	1	0	2	1	2	0	2	15
1614	1	1	5	0	2	0	5	0	2	0	2	0	0	1
1615	1	1	5	0	4	0	3	0	1	0	1	2	1	13
1616	1	2	5	0	2	0	3	1	0	0	0	0	0	2
1617	2	0	5	0	1	4	2	0	0	1	1	0	0	11
1618	1	2	5	0	3	4	3	0	0	1	0	0	0	11
1619	2	1	5	0	1	0	2	0	0	1	1	2	0	1
1620	2	1	5	0	1	0	2	0	0	0	0	0	0	3
1621	2	3	5	1	1	4	2	0	2	2	2	2	0	3
1622	1	3	5	3	2	1	2	1	2	0	2	2	0	11
1623	1	3	5	1	4	0	1	1	2	1	0	0	0	11
1624	2	3	5	1	3	0	1	1	2	2	0	0	0	0
1625	2	3	5	1	2	0	5	1	0	2	2	0	0	1
1626	2	3	5	3	3	5	1	0	2	2	2	2	2	9
1627	2	3	5	3	2	5	1	0	0	2	2	0	2	9
1628	2	3	5	3	4	5	2	1	1	2	0	0	0	3
1629	2	3	5	1	3	0	2	0	2	2	0	2	0	1
1630	1	3	5	1	3	0	1	1	2	0	0	2	0	2
1631	2	3	5	3	3	0	1	1	2	0	2	2	0	1
1632	2	3	5	1	4	0	1	1	2	2	2	2	2	3
1633	2	0	5	3	5	0	4	1	0	2	2	0	0	11
1634	2	0	5	0	1	2	5	1	0	2	0	0	2	4
1635	2	1	5	0	4	3	2	1	0	2	0	2	2	15
1636	1	0	5	2	1	2	5	1	0	0	0	0	0	6
1637	2	0	5	0	1	2	2	1	2	2	2	0	2	0
1638	2	3	5	4	4	2	1	1	2	2	2	2	2	3
1639	2	3	5	4	1	2	5	1	0	2	0	2	2	6
1640	1	3	5	3	1	2	1	1	2	0	0	0	2	3
1641	0	3	5	4	4	5	1	1	2	0	2	0	2	3
1642	1	3	5	1	4	0	1	1	0	2	1	2	2	2
1643	0	0	5	1	4	2	1	1	1	0	2	0	2	4
1644	2	0	5	4	1	3	3	1	2	0	0	2	1	13
1645	0	3	5	3	4	2	1	1	2	0	0	0	2	6
1646	2	3	5	3	3	0	1	0	2	1	2	2	0	12
1647	1	0	5	0	4	0	5	0	2	1	1	1	0	3
1648	2	1	5	0	4	3	1	1	2	1	2	2	2	15
1649	2	2	5	0	1	0	2	1	0	1	2	0	0	8
1650	1	2	5	0	4	4	3	1	2	0	0	2	0	1
1651	1	2	5	0	3	4	3	1	0	1	0	0	0	2
1652	1	0	5	0	3	0	2	1	2	2	0	0	0	3
1653	1	0	5	0	1	0	2	1	1	1	0	0	0	2
1654	2	0	5	0	4	2	1	0	2	1	2	0	2	15
1655	1	1	5	0	2	0	5	0	2	0	2	0	0	1
1656	1	1	5	0	4	0	3	0	1	0	1	2	1	13
1657	1	2	5	0	2	0	3	1	0	0	0	0	0	2
1658	2	0	5	0	1	4	2	0	0	1	1	0	0	11
1659	1	2	5	0	3	4	3	0	0	1	0	0	0	11
1660	2	1	5	0	1	0	2	0	0	1	1	2	0	1
1661	2	1	5	0	1	0	2	0	0	0	0	0	0	3
1662	2	3	5	1	1	4	2	0	2	2	2	2	0	3
1663	1	3	5	3	2	1	2	1	2	0	2	2	0	11
1664	1	3	5	1	4	0	1	1	2	1	0	0	0	11
1665	2	3	5	1	3	0	1	1	2	2	0	0	0	0
1666	2	3	5	1	2	0	5	1	0	2	2	0	0	1
1667	2	3	5	3	3	5	1	0	2	2	2	2	2	9
1668	2	3	5	3	2	5	1	0	0	2	2	0	2	9
1669	2	3	5	3	4	5	2	1	1	2	0	0	0	3
1670	2	3	5	1	3	0	2	0	2	2	0	2	0	1
1671	1	3	5	1	3	0	1	1	2	0	0	2	0	2
1672	2	3	5	3	3	0	1	1	2	0	2	2	0	1
1673	2	3	5	1	4	0	1	1	2	2	2	2	2	3
1674	2	0	5	3	5	0	4	1	0	2	2	0	0	11
1675	2	0	5	0	1	2	5	1	0	2	0	0	2	4
1676	2	1	5	0	4	3	2	1	0	2	0	2	2	15
1677	1	0	5	2	1	2	5	1	0	0	0	0	0	6
1678	2	0	5	0	1	2	2	1	2	2	2	0	2	0
1679	2	3	5	4	4	2	1	1	2	2	2	2	2	3
1680	2	3	5	4	1	2	5	1	0	2	0	2	2	6
1681	1	3	5	3	1	2	1	1	2	0	0	0	2	3
1682	0	3	5	4	4	5	1	1	2	0	2	0	2	3
1683	1	3	5	1	4	0	1	1	0	2	1	2	2	2
1684	0	0	5	1	4	2	1	1	1	0	2	0	2	4
1685	2	0	5	4	1	3	3	1	2	0	0	2	1	13
1686	0	3	5	3	4	2	1	1	2	0	0	0	2	6
1687	2	3	5	3	3	0	1	0	2	1	2	2	0	12
1688	1	0	5	0	4	0	5	0	2	1	1	1	0	3
1689	2	1	5	0	4	3	1	1	2	1	2	2	2	15
1690	2	2	5	0	1	0	2	1	0	1	2	0	0	8
1691	1	2	5	0	4	4	3	1	2	0	0	2	0	1
1692	1	2	5	0	3	4	3	1	0	1	0	0	0	2
1693	1	0	5	0	3	0	2	1	2	2	0	0	0	3
1694	1	0	5	0	1	0	2	1	1	1	0	0	0	2
1695	2	0	5	0	4	2	1	0	2	1	2	0	2	15
1696	1	1	5	0	2	0	5	0	2	0	2	0	0	1
1697	1	1	5	0	4	0	3	0	1	0	1	2	1	13
1698	1	2	5	0	2	0	3	1	0	0	0	0	0	2
1699	2	3	6	1	4	2	3	1	0	2	2	2	0	0
1700	1	3	6	3	2	0	2	1	0	2	2	2	0	4
1701	2	0	6	4	1	2	3	1	0	2	2	0	2	4
1702	2	3	6	4	4	2	5	1	0	2	2	0	2	4
1703	1	0	6	2	1	2	2	1	0	2	2	0	2	6
1704	2	3	6	3	4	0	5	1	0	1	0	2	2	2
1705	1	3	6	3	1	1	2	1	0	0	0	2	0	6
1706	1	3	6	1	1	0	2	1	2	2	2	2	2	7
1707	2	0	6	0	1	1	1	0	0	2	2	1	2	13
1708	1	3	6	2	1	0	1	1	2	2	2	2	2	7
1709	2	0	6	0	1	2	2	1	2	2	0	0	0	2
1710	2	3	6	3	2	1	2	1	2	2	0	2	0	5
1711	1	3	6	4	4	2	2	1	2	0	0	2	0	2
1712	2	0	6	0	4	3	2	1	2	0	2	2	2	5
1713	2	3	6	2	4	3	2	1	2	1	0	2	0	12
1714	2	3	6	1	4	3	1	1	2	0	2	0	2	8
1715	2	3	6	2	1	3	1	0	2	2	2	2	2	3
1716	2	3	6	3	4	2	3	1	0	1	0	2	2	10
1717	1	3	6	4	4	2	2	1	0	2	0	2	0	4
1718	2	3	6	3	4	0	1	1	2	2	2	2	2	0
1719	2	3	6	4	4	4	2	1	2	2	2	2	0	6
1720	1	3	6	1	4	0	1	1	2	2	0	0	2	4
1721	1	3	6	2	1	1	1	1	2	2	2	2	2	6
1722	1	1	6	0	4	1	1	1	2	0	0	2	2	4
1723	1	3	6	2	1	3	1	1	2	2	0	2	2	5
1724	1	3	6	3	4	0	1	1	2	2	0	2	2	4
1725	1	3	6	3	4	5	2	1	0	2	2	0	2	6
1726	0	0	6	0	2	2	2	1	0	1	0	2	2	10
1727	1	3	6	1	1	2	2	1	2	2	0	2	0	6
1728	1	3	6	1	4	0	2	1	2	0	2	2	0	2
1729	0	3	6	1	2	0	2	1	1	2	0	2	2	12
1730	1	0	6	3	1	0	2	0	0	1	0	0	0	7
1731	1	3	6	3	1	3	1	0	0	1	1	0	2	5
1732	2	3	6	1	2	3	2	1	0	0	0	0	2	6
1733	1	0	6	1	4	3	1	0	2	0	2	0	2	14
1734	0	3	6	4	1	4	1	0	1	1	0	2	1	3
1735	1	3	6	1	1	4	1	0	2	0	2	1	1	3
1736	2	3	6	3	1	2	3	1	0	0	0	0	0	6
1737	1	0	6	2	2	2	3	1	0	0	0	0	0	7
1738	2	3	6	2	1	2	3	1	0	0	0	2	2	5
1739	0	0	6	4	1	2	5	1	0	0	0	0	0	6
1740	2	3	6	4	1	2	5	1	0	0	0	0	0	6
1741	1	3	6	3	1	2	3	1	0	0	0	0	2	6
1742	2	0	6	4	1	2	3	1	0	0	0	0	0	6
1743	1	3	6	4	1	2	3	1	0	0	0	1	2	7
1744	2	0	6	4	1	2	3	1	0	0	2	0	0	7
1745	1	3	6	3	1	2	3	1	1	0	0	0	0	5
1746	0	3	6	4	1	2	3	1	0	0	0	0	1	6
1747	1	3	6	4	1	2	3	1	2	0	0	0	0	6
1748	0	0	6	2	1	2	3	1	2	2	2	0	0	12
1749	1	3	6	1	1	2	5	1	0	2	1	0	1	6
1750	2	0	6	4	1	2	5	1	0	0	0	0	0	6
1751	2	0	6	4	1	2	5	1	0	2	0	2	2	5
1752	1	0	6	2	1	2	3	1	0	0	2	1	2	6
1753	1	3	6	3	1	2	5	1	0	1	2	0	0	6
1754	2	3	6	3	4	2	5	1	2	2	2	0	0	6
1755	1	3	6	3	4	2	5	1	0	1	2	0	0	6
1756	1	3	6	4	1	2	5	1	0	2	0	0	0	6
1757	2	3	6	4	4	2	3	1	0	2	2	0	0	0
1758	1	3	6	4	4	2	5	1	0	2	1	0	0	3
1759	0	3	6	3	1	2	3	1	0	0	0	1	2	5
1760	1	3	6	3	1	2	1	1	0	2	2	2	2	10
1761	1	3	6	3	1	2	1	1	1	2	1	2	2	4
1762	1	3	6	3	4	2	1	1	0	2	2	2	2	10
1763	2	3	6	3	2	2	1	1	0	1	2	2	2	6
1764	1	3	6	3	1	2	1	1	1	2	2	1	0	6
1765	1	3	6	3	1	2	1	1	2	2	2	0	0	0
1766	1	3	6	3	4	2	1	1	2	2	1	0	0	15
1767	1	3	6	3	1	2	1	1	1	2	2	1	2	12
1768	1	3	6	3	1	5	1	1	2	2	1	2	1	1
1769	1	3	6	3	1	5	1	1	2	1	2	1	1	3
1770	1	1	6	0	3	0	2	0	0	1	2	2	0	13
1771	1	0	6	0	1	5	2	1	2	0	2	2	2	8
1772	2	2	6	0	3	3	2	1	0	2	0	0	0	6
1773	1	3	6	2	1	3	2	1	2	0	2	0	2	5
1774	2	2	6	0	1	0	2	1	0	1	0	0	1	10
1775	1	0	6	0	1	0	2	0	0	2	2	2	1	8
1776	2	0	6	0	4	0	2	1	2	1	2	2	1	9
1777	1	2	6	0	3	3	2	1	2	0	2	2	0	2
1778	1	1	6	0	4	0	2	1	2	2	2	2	1	7
1779	0	3	6	0	1	0	2	0	0	2	2	2	2	9
1780	1	2	6	0	4	1	2	0	1	0	1	2	2	12
1781	2	2	6	0	3	5	2	0	2	0	0	0	0	5
1782	1	2	6	0	2	0	2	0	0	1	2	2	0	12
1783	2	2	6	0	1	3	2	1	0	1	0	0	0	15
1784	2	2	6	0	1	3	2	1	0	0	2	0	2	6
1785	0	1	6	0	4	0	2	1	0	1	2	2	0	1
1786	1	0	6	2	1	2	2	1	0	2	2	0	0	9
1787	1	0	6	0	4	0	2	0	2	0	0	2	2	1
1788	2	3	6	0	1	2	2	0	2	1	0	0	1	11
1789	2	1	6	0	2	0	2	0	0	1	0	0	0	8
1790	0	0	6	0	2	0	2	1	2	2	2	2	0	1
1791	1	2	6	0	3	0	2	0	1	2	0	0	2	12
1792	1	0	6	0	3	0	2	1	0	1	0	2	1	4
1793	2	0	6	0	1	4	2	0	2	0	0	0	0	0
1794	1	0	6	0	3	4	2	0	2	2	0	0	2	12
1795	2	3	6	1	4	2	3	1	0	2	2	2	0	0
1796	1	3	6	3	2	0	2	1	0	2	2	2	0	4
1797	2	0	6	4	1	2	3	1	0	2	2	0	2	4
1798	2	3	6	4	4	2	5	1	0	2	2	0	2	4
1799	1	0	6	2	1	2	2	1	0	2	2	0	2	6
1800	2	3	6	3	4	0	5	1	0	1	0	2	2	2
1801	1	3	6	3	1	1	2	1	0	0	0	2	0	6
1802	1	3	6	1	1	0	2	1	2	2	2	2	2	7
1803	2	0	6	0	1	1	1	0	0	2	2	1	2	13
1804	1	3	6	2	1	0	1	1	2	2	2	2	2	7
1805	2	0	6	0	1	2	2	1	2	2	0	0	0	2
1806	2	3	6	3	2	1	2	1	2	2	0	2	0	5
1807	1	3	6	4	4	2	2	1	2	0	0	2	0	2
1808	2	0	6	0	4	3	2	1	2	0	2	2	2	5
1809	2	3	6	2	4	3	2	1	2	1	0	2	0	12
1810	2	3	6	1	4	3	1	1	2	0	2	0	2	8
1811	2	3	6	2	1	3	1	0	2	2	2	2	2	3
1812	2	3	6	3	4	2	3	1	0	1	0	2	2	10
1813	1	3	6	4	4	2	2	1	0	2	0	2	0	4
1814	2	3	6	3	4	0	1	1	2	2	2	2	2	0
1815	2	3	6	4	4	4	2	1	2	2	2	2	0	6
1816	1	3	6	1	4	0	1	1	2	2	0	0	2	4
1817	1	3	6	2	1	1	1	1	2	2	2	2	2	6
1818	1	1	6	0	4	1	1	1	2	0	0	2	2	4
1819	1	3	6	2	1	3	1	1	2	2	0	2	2	5
1820	1	3	6	3	4	0	1	1	2	2	0	2	2	4
1821	1	3	6	3	4	5	2	1	0	2	2	0	2	6
1822	0	0	6	0	2	2	2	1	0	1	0	2	2	10
1823	1	3	6	1	1	2	2	1	2	2	0	2	0	6
1824	1	3	6	1	4	0	2	1	2	0	2	2	0	2
1825	0	3	6	1	2	0	2	1	1	2	0	2	2	12
1826	1	0	6	3	1	0	2	0	0	1	0	0	0	7
1827	1	3	6	3	1	3	1	0	0	1	1	0	2	5
1828	2	3	6	1	2	3	2	1	0	0	0	0	2	6
1829	1	0	6	1	4	3	1	0	2	0	2	0	2	14
1830	0	3	6	4	1	4	1	0	1	1	0	2	1	3
1831	1	3	6	1	1	4	1	0	2	0	2	1	1	3
